time_s,dominant_freq_hz,estimated_crank_rpm
1.408,37.07402383008097,1112.220714902429
1.4506666666666668,52.76498753817018,1582.9496261451054
1.4933333333333334,70.38628704976789,2111.5886114930368
1.536,80.47212803078129,2414.163840923439
1.5786666666666667,89.74488436824812,2692.346531047444
1.6213333333333333,88.12086509288108,2643.625952786433
1.664,87.47337857020004,2624.201357106001
1.7066666666666668,82.08076039972534,2462.4228119917598
1.7493333333333334,74.63545452505642,2239.0636357516923
1.792,65.62601722217991,1968.780516665398
1.8346666666666667,63.57780837280021,1907.3342511840058
1.8773333333333333,59.307604125097726,1779.2281237529319
1.92,57.597292241712,1727.9187672513604
1.9626666666666666,55.644979973695584,1669.3493992108677
2.005333333333333,55.644979973695584,1669.3493992108677
2.048,57.59729224171201,1727.9187672513604
2.0906666666666665,63.418502189103165,1902.5550656730948
2.1333333333333333,68.79143822389105,2063.743146716731
2.176,73.01467512731799,2190.4402538195395
2.2186666666666666,74.72958152505944,2241.887445751783
2.2613333333333334,71.60193883891239,2148.0581651673715
2.304,69.54766517890859,2086.429955367257
2.3466666666666667,68.14990085229284,2044.4970255687854
2.3893333333333335,68.18131507214093,2045.439452164228
2.432,71.08192933544714,2132.4578800634144
2.474666666666667,73.12300061502134,2193.69001845064
2.517333333333333,73.2762419880943,2198.2872596428288
2.56,72.77903883840327,2183.3711651520975
2.6026666666666665,70.3125,2109.375
2.6453333333333333,73.60121845120435,2208.0365535361307
2.688,79.74535340279962,2392.3606020839893
2.7306666666666666,84.57411894362095,2537.2235683086283
2.7733333333333334,87.84609585167517,2635.382875550255
2.816,89.61375252677057,2688.412575803117
2.8586666666666667,86.6497286611306,2599.4918598339177
2.9013333333333335,81.03479224171201,2431.043767251361
2.944,73.53349621206054,2206.0048863618163
2.986666666666667,66.0123518287178,1980.3705548615342
3.029333333333333,63.958078168714,1918.7423450614197
3.072,63.6650970880896,1909.952912642688
3.1146666666666665,65.12421955813316,1953.726586743995
3.1573333333333333,69.96217412766593,2098.8652238299783
3.2,72.59839659720038,2177.951897916011
3.2426666666666666,70.79473118790116,2123.841935637035
3.2853333333333334,72.2968076505021,2168.904229515063
3.328,70.99034539089392,2129.710361726817
3.3706666666666667,73.4733264873554,2204.199794620662
